datetime,Global_active_power
2006-12-16 17:00:00,4.222888888888889
2006-12-16 18:00:00,3.6322
2006-12-16 19:00:00,3.400233333333333
2006-12-16 20:00:00,3.2685666666666666
2006-12-16 21:00:00,3.0564666666666667
2006-12-16 22:00:00,2.200133333333333
2006-12-16 23:00:00,2.0616
2006-12-17 00:00:00,1.8824666666666665
2006-12-17 01:00:00,3.3494
2006-12-17 02:00:00,1.5872666666666668
2006-12-17 03:00:00,1.6622
2006-12-17 04:00:00,2.2157666666666667
2006-12-17 05:00:00,1.9967333333333332
2006-12-17 06:00:00,1.3033
2006-12-17 07:00:00,1.6200333333333332
2006-12-17 08:00:00,1.8905666666666667
2006-12-17 09:00:00,2.5490666666666666
2006-12-17 10:00:00,3.6289
2006-12-17 11:00:00,2.471
2006-12-17 12:00:00,1.9158666666666664
2006-12-17 13:00:00,1.6607666666666667
2006-12-17 14:00:00,2.092633333333333
2006-12-17 15:00:00,2.9854
2006-12-17 16:00:00,3.3260333333333336
2006-12-17 17:00:00,3.406766666666667
2006-12-17 18:00:00,3.6971
2006-12-17 19:00:00,2.9084
2006-12-17 20:00:00,3.3615
2006-12-17 21:00:00,3.040766666666667
2006-12-17 22:00:00,1.518
2006-12-17 23:00:00,0.4377333333333333
2006-12-18 00:00:00,0.2763666666666667
2006-12-18 01:00:00,0.3132999999999999
2006-12-18 02:00:00,0.2844666666666667
2006-12-18 03:00:00,0.3099333333333333
2006-12-18 04:00:00,1.026333333333333
2006-12-18 05:00:00,0.2935
2006-12-18 06:00:00,0.61
2006-12-18 07:00:00,2.4504333333333337
2006-12-18 08:00:00,2.082133333333333
2006-12-18 09:00:00,1.6293333333333335
2006-12-18 10:00:00,1.3096333333333334
2006-12-18 11:00:00,1.5619333333333332
2006-12-18 12:00:00,1.7560666666666669
2006-12-18 13:00:00,1.6820666666666668
2006-12-18 14:00:00,1.7330333333333334
2006-12-18 15:00:00,1.7842999999999998
2006-12-18 16:00:00,1.9493
2006-12-18 17:00:00,2.1549
2006-12-18 18:00:00,2.402533333333333
2006-12-18 19:00:00,2.6145
2006-12-18 20:00:00,3.050566666666666
2006-12-18 21:00:00,2.1697333333333333
2006-12-18 22:00:00,1.7388
2006-12-18 23:00:00,1.5472666666666666
2006-12-19 00:00:00,0.8371333333333334
2006-12-19 01:00:00,0.3530333333333333
2006-12-19 02:00:00,0.3272333333333333
2006-12-19 03:00:00,0.3083
2006-12-19 04:00:00,0.3278333333333333
2006-12-19 05:00:00,0.3066666666666666
2006-12-19 06:00:00,0.7963333333333333
2006-12-19 07:00:00,1.7856333333333334
2006-12-19 08:00:00,3.879033333333333
2006-12-19 09:00:00,1.6177666666666668
2006-12-19 10:00:00,0.4371333333333334
2006-12-19 11:00:00,2.321633333333333
2006-12-19 12:00:00,0.4306666666666666
2006-12-19 13:00:00,0.3004666666666666
2006-12-19 14:00:00,0.3021333333333333
2006-12-19 15:00:00,0.4213666666666666
2006-12-19 16:00:00,1.3721333333333334
2006-12-19 17:00:00,2.1115
2006-12-19 18:00:00,2.2047000000000003
2006-12-19 19:00:00,1.8421
2006-12-19 20:00:00,2.940533333333333
2006-12-19 21:00:00,1.4428666666666667
2006-12-19 22:00:00,0.7200000000000001
2006-12-19 23:00:00,0.3837
2006-12-20 00:00:00,0.4598333333333333
2006-12-20 01:00:00,0.2586666666666666
2006-12-20 02:00:00,0.7843666666666667
2006-12-20 03:00:00,0.3100333333333333
2006-12-20 04:00:00,0.289
2006-12-20 05:00:00,0.2627
2006-12-20 06:00:00,0.2835999999999999
2006-12-20 07:00:00,1.5266333333333333
2006-12-20 08:00:00,2.9176
2006-12-20 09:00:00,1.3855333333333333
2006-12-20 10:00:00,1.5103000000000002
2006-12-20 11:00:00,2.8924000000000003
2006-12-20 12:00:00,1.4210333333333334
2006-12-20 13:00:00,1.4284
2006-12-20 14:00:00,1.2949
2006-12-20 15:00:00,0.2811333333333333
2006-12-20 16:00:00,0.4684333333333333
2006-12-20 17:00:00,0.5735
2006-12-20 18:00:00,2.8368333333333333
2006-12-20 19:00:00,3.2486333333333333
2006-12-20 20:00:00,3.5754666666666663
2006-12-20 21:00:00,3.646066666666667
2006-12-20 22:00:00,3.058966666666667
2006-12-20 23:00:00,2.3817666666666666
2006-12-21 00:00:00,1.5358666666666667
2006-12-21 01:00:00,1.3979666666666666
2006-12-21 02:00:00,1.2749
2006-12-21 03:00:00,0.3026
2006-12-21 04:00:00,0.2467333333333333
2006-12-21 05:00:00,0.2907
2006-12-21 06:00:00,0.2956666666666666
2006-12-21 07:00:00,1.2804666666666666
2006-12-21 08:00:00,1.5630333333333333
2006-12-21 09:00:00,2.5758
2006-12-21 10:00:00,1.7677
2006-12-21 11:00:00,0.5346551724137931
2006-12-21 12:00:00,0.8191333333333333
2006-12-21 13:00:00,1.6882333333333333
2006-12-21 14:00:00,1.0239
2006-12-21 15:00:00,0.3074
2006-12-21 16:00:00,1.3600666666666668
2006-12-21 17:00:00,1.7526333333333333
2006-12-21 18:00:00,2.4433
2006-12-21 19:00:00,2.1971333333333334
2006-12-21 20:00:00,2.4373666666666667
2006-12-21 21:00:00,0.9822666666666666
2006-12-21 22:00:00,0.2802666666666666
2006-12-21 23:00:00,0.2704333333333333
2006-12-22 00:00:00,0.2669333333333333
2006-12-22 01:00:00,0.272
2006-12-22 02:00:00,0.2676333333333333
2006-12-22 03:00:00,0.2738666666666666
2006-12-22 04:00:00,0.2642666666666666
2006-12-22 05:00:00,0.8068333333333334
2006-12-22 06:00:00,0.4796333333333333
2006-12-22 07:00:00,1.7231999999999998
2006-12-22 08:00:00,2.7444
2006-12-22 09:00:00,1.8963
2006-12-22 10:00:00,1.3449666666666669
2006-12-22 11:00:00,1.2525666666666666
2006-12-22 12:00:00,1.2284666666666666
2006-12-22 13:00:00,0.6719
2006-12-22 14:00:00,0.8155666666666667
2006-12-22 15:00:00,1.451633333333333
2006-12-22 16:00:00,1.5712000000000002
2006-12-22 17:00:00,1.4968
2006-12-22 18:00:00,2.6869666666666663
2006-12-22 19:00:00,3.9381666666666666
2006-12-22 20:00:00,3.5360666666666662
2006-12-22 21:00:00,4.548666666666667
2006-12-22 22:00:00,3.0650666666666666
2006-12-22 23:00:00,2.4192
2006-12-23 00:00:00,1.6982333333333333
2006-12-23 01:00:00,1.7228
2006-12-23 02:00:00,1.7007666666666663
2006-12-23 03:00:00,1.7715333333333334
2006-12-23 04:00:00,1.8916
2006-12-23 05:00:00,2.2291000000000003
2006-12-23 06:00:00,1.6493666666666666
2006-12-23 07:00:00,4.023366666666666
2006-12-23 08:00:00,4.190833333333333
2006-12-23 09:00:00,3.2464
2006-12-23 10:00:00,2.972166666666667
2006-12-23 11:00:00,3.159
2006-12-23 12:00:00,2.9288000000000003
2006-12-23 13:00:00,3.4063
2006-12-23 14:00:00,3.757966666666667
2006-12-23 15:00:00,4.0491
2006-12-23 16:00:00,4.349100000000001
